Iteration,autoVec,explicitVec,fullVec,serial
1,5.040735661853675,30.231023882714588,42.700272479564035,5.423910416498831
2,5.055245490576721,30.26082840236687,42.34504792332268,5.430484951182119
3,29.10515283842795,30.24443918599148,42.68979187314173,27.999830220713076
4,29.263745854424855,30.021371535932364,30.913549665593262,27.869638635596086
5,29.163680640111327,30.318548387096772,30.84792284866469,28.23197013405736
6,29.148245154531164,30.39293336495139,30.941627504328466,28.061588055649814
7,29.010808926080895,30.300545152879824,31.000745526838966,28.2275428765495
8,29.299091544374562,30.28263444681355,31.038566807663596,28.260478533853725
9,29.071865710788597,30.116109279321712,31.257078426459532,28.272017648057016
10,29.27094972067039,30.379710831950696,31.27425419904738,27.968221771467206
MEAN,20.706798866855525,30.251655629139073,34.515016133035495,20.297124600638977
