Iteration,autoVec,explicitVec,fullVec,serial
1,8.873366440146366,20.077815993121238,18.076952093549604,17.560441292356188
2,8.957129666270939,17.898635477582847,17.898413897280967,17.583688278908344
3,8.919587356169819,19.89553532726485,17.95847489618724,17.592692186017082
4,8.946271484639329,20.027312775330397,20.691143747218515,17.48886018727801
5,8.857572193910887,19.819714656290532,17.533036377134373,17.57564750473784
6,8.932472423997847,19.984513274336283,18.257164988381103,17.59081419624217
7,9.065636018443179,16.674916882157373,20.79695885509839,17.63766484400129
8,8.890721109802382,20.104220499569337,17.571110285926476,17.5693545841881
9,9.023088415048214,17.46796338672769,17.746302616609782,17.65378421900161
10,9.037533875338754,17.908023483365948,20.53315649867374,17.594473007712082
MEAN,8.94922031187525,18.901443298969074,18.60948616600791,17.584063745019918
