Iteration,autoVec,explicitVec,fullVec,serial
1,9.90547703180212,1.3543263964950711,1.4851063829787232,17.918104966537513
2,10.08659570629623,1.3686542366623593,1.4485981308411213,18.420242621763535
3,10.112015924719508,5.571910112359551,5.777395295467585,18.47421931735657
4,10.118029236599892,5.315303907380608,5.5776862598277805,18.38315561178384
5,9.962976211768915,5.350545454545455,5.47547308469594,18.10347284060552
6,9.895340628309212,1.3964407421431277,1.4924488625501817,17.83298245614035
7,9.785852202913814,5.649236641221374,5.589945601200525,18.124643366619118
8,10.146739130434783,5.377334309776638,5.602784134248665,18.460867986199386
9,10.117455728225515,1.3681462140992167,5.689793577981651,18.409527259554427
10,10.108132584676689,5.5666289165722915,1.4986692015209127,18.45560196114037
MEAN,10.022222222222222,3.8317566314227416,3.9665785498489425,18.255296229802514
