Iteration,autoVec,explicitVec,fullVec,serial
1,10.008841573439192,5.417864673183822,1.4488398630658046,18.377372130851256
2,9.937867188890866,5.568525972781292,1.4491117690599558,18.330028839221338
3,10.079774668362711,5.44511391451704,5.60718336483932,18.381210478771454
4,10.207022677395758,5.509174311926605,5.735798189870981,18.37719139707211
5,10.119138843276774,5.460116914953799,5.772156787024522,18.37502259172239
6,10.203473491773309,5.405877976190476,5.7039600153787005,18.292371356603095
7,10.145417962319373,5.429594721960415,5.725516708518447,18.370798698951933
8,10.205268935236003,5.476253799392097,5.7153729071537285,18.122638146167557
9,10.109289617486338,5.582346197936569,5.64616263568844,18.14002854084909
10,10.211999268337298,5.492375142966068,5.569363619297916,18.136460934712808
MEAN,10.122248499181373,5.4778979320811985,4.824133993148078,18.288489208633095
