Iteration,autoVec,explicitVec,fullVec,serial
1,4.18106190359677,5.089615076182838,4.994866529774127,4.082033096926714
2,3.88173032673723,5.091036695408061,5.004933196300103,4.079271178419309
3,3.952091610189297,5.09185720016045,5.00287710645294,4.1158145065398335
4,4.021377672209026,5.0881763527054105,5.003083247687564,4.183955404750364
5,4.0073546856465,5.080848509105463,4.999589069241832,4.200680272108844
6,4.039023222408427,5.07555466719968,4.997535428219347,4.1275376164318125
7,4.034246575342466,5.089360849529153,4.988724887248873,4.173420164013507
8,4.096264367816092,5.087374749498998,4.987907358065177,4.224609374999999
9,4.100335249042145,5.072313224131042,5.002261048304213,4.096942403413131
10,4.174676750426933,5.075769692123151,4.998972884141331,4.142891392951331
MEAN,4.047142857142857,5.0841009211053265,4.998356952146231,4.142377756471716
