Iteration,autoVec,explicitVec,fullVec,serial
1,31.40779547359597,4.640932642487047,4.8858988159311085,31.27254098360656
2,31.043667218543046,4.913719185423365,4.896124865446716,31.300984817398444
3,31.54861693210394,4.8465665236051505,4.889666307857912,30.87760469350597
4,31.3749738439004,4.862124463519313,4.722828913156526,31.27218692354991
5,31.419530595138305,4.815747188002143,4.964497041420118,31.32177303509132
6,31.425607711651296,4.806330472103004,4.883745963401506,30.92585089141005
7,31.42246437552389,4.805361930294906,5.136779752288637,31.249283080704632
8,31.41994970662196,4.8225201072386055,4.900915455035003,31.306382105479173
9,31.409471919530592,4.844420600858369,4.941872981700754,31.307202955058486
10,31.423302598491198,4.835836909871244,4.892895586652314,30.912056737588653
MEAN,31.387110274115923,4.819347942276857,4.912017167381975,31.17221654749745
