Iteration,autoVec,explicitVec,fullVec,serial
1,1.2824427480916032,1.1239669421487604,1.1239669421487604,1.3167701863354035
2,1.2900763358778626,1.1239669421487604,1.1239669421487604,1.3086419753086418
3,1.3435114503816792,1.1239669421487604,1.1239669421487604,1.3024691358024691
4,1.2900763358778626,1.2231404958677685,1.1239669421487604,1.3167701863354035
5,1.2900763358778626,1.1239669421487604,1.1239669421487604,1.31055900621118
6,1.2900763358778626,1.1239669421487604,1.1239669421487604,1.31055900621118
7,1.2900763358778626,1.115702479338843,1.1333333333333335,1.31055900621118
8,1.2900763358778626,1.115702479338843,1.1239669421487604,1.3024691358024691
9,1.2900763358778626,1.115702479338843,1.1239669421487604,1.31055900621118
10,1.2900763358778626,1.115702479338843,1.1239669421487604,1.3167701863354035
MEAN,1.297709923664122,1.132231404958678,1.1239669421487604,1.31055900621118
